,tissue_class,tissue_type,original_name,source,Lineage,Cell_Category,cell_fine_category,source,target,Genetype,Sex
229,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RGS10,protein_coding,Both
230,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,DSE,protein_coding,Both
231,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ELOVL5,protein_coding,Both
232,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SLAMF7,protein_coding,Both
233,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CPNE3,protein_coding,Both
234,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,HLA-DOB,protein_coding,Both
235,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SLAMF8,protein_coding,Both
236,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TLR10,protein_coding,Both
237,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FLT3,protein_coding,Both
238,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PDLIM7,protein_coding,Both
239,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LMNA,protein_coding,Both
240,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PLCD1,protein_coding,Both
241,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NDRG2,protein_coding,Both
242,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CYP2E1,protein_coding,Both
243,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SNX22,protein_coding,Both
244,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PRELID2,protein_coding,Both
245,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FCRL6,protein_coding,Both
246,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LGALS2,protein_coding,Both
247,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PPM1H,protein_coding,Both
248,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD38,protein_coding,Both
249,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,OSBPL3,protein_coding,Both
250,Blood,Blood,CD141+CLEC9A+ dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PAFAH1B3,protein_coding,Both
251,Blood,Blood,CD16+ dendritic cell (CD16+ DC),Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FCGR3A,protein_coding,Both
252,Blood,Blood,CD16+ dendritic cell (CD16+ DC),Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD86,protein_coding,Both
253,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LPCAT1,protein_coding,Both
254,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,AREG,protein_coding,Both
255,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CACNA2D3,protein_coding,Both
256,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NOD2,protein_coding,Both
257,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLEC17A,protein_coding,Both
258,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MBOAT7,protein_coding,Both
259,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CCR6,protein_coding,Both
260,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLEC4A,protein_coding,Both
261,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD33,protein_coding,Both
262,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD1E,protein_coding,Both
263,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PTAFR,protein_coding,Both
264,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PER1,protein_coding,Both
265,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ENTPD1,protein_coding,Both
266,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ADAM8,protein_coding,Both
267,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PEA15,protein_coding,Both
268,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PID1,protein_coding,Both
269,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD1C,protein_coding,Both
270,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SLC2A3,protein_coding,Both
271,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FCER1A,protein_coding,Both
272,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ITGA5,protein_coding,Both
273,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FCGR2B,protein_coding,Both
274,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NR4A2,protein_coding,Both
275,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD2,protein_coding,Both
276,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLIC2,protein_coding,Both
277,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CREB5,protein_coding,Both
278,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLEC10A,protein_coding,Both
279,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD1D,protein_coding,Both
280,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SMN1,protein_coding,Both
281,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ETS2,protein_coding,Both
282,Blood,Blood,CD1C+_A dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PTGS1,protein_coding,Both
283,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FCN1,protein_coding,Both
284,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,HBEGF,protein_coding,Both
285,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RETN,protein_coding,Both
286,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MTMR11,protein_coding,Both
287,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD163,protein_coding,Both
288,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MICAL2,protein_coding,Both
289,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ADAM15,protein_coding,Both
290,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,EREG,protein_coding,Both
291,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,F13A1,protein_coding,Both
292,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RNASE2,protein_coding,Both
293,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RAB27A,protein_coding,Both
294,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IL1RN,protein_coding,Both
295,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NAIP,protein_coding,Both
296,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FPR1,protein_coding,Both
297,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NLRP12,protein_coding,Both
298,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MPP7,protein_coding,Both
299,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD36,protein_coding,Both
300,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,S100A12,protein_coding,Both
301,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NFE2,protein_coding,Both
302,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,BST1,protein_coding,Both
303,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IL1B,protein_coding,Both
304,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PLBD1,protein_coding,Both
305,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,HNMT,protein_coding,Both
306,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IL13RA1,protein_coding,Both
307,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,S100A9,protein_coding,Both
308,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NLRP3,protein_coding,Both
309,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,VCAN,protein_coding,Both
310,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CD14,protein_coding,Both
311,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MNDA,protein_coding,Both
312,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LYZ,protein_coding,Both
313,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ANXA1,protein_coding,Both
314,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CES1,protein_coding,Both
315,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LAT2,protein_coding,Both
316,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CSTA,protein_coding,Both
317,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RAB3D,protein_coding,Both
318,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,AOAH,protein_coding,Both
319,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IL27RA,protein_coding,Both
320,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,STING1,protein_coding,Both
321,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TREM1,protein_coding,Both
322,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MGST1,protein_coding,Both
323,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ASGR1,protein_coding,Both
324,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,S100A8,protein_coding,Both
325,Blood,Blood,CD1C+_B dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CSF3R,protein_coding,Both
326,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,BLOC1S3,protein_coding,Both
327,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PELI1,protein_coding,Both
328,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SPN,protein_coding,Both
329,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LRRC25,protein_coding,Both
330,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SIGLEC10,protein_coding,Both
331,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PTPRC,protein_coding,Both
332,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FAM126A,protein_coding,Both
333,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CCM2,protein_coding,Both
334,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CLEC7A,protein_coding,Both
335,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IRF1,protein_coding,Both
336,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,VMP1,protein_coding,Both
337,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LCP2,protein_coding,Both
338,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MAGED2,protein_coding,Both
339,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,UNC13D,protein_coding,Both
340,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SLC7A7,protein_coding,Both
341,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MAFB,protein_coding,Both
342,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,WARS1,protein_coding,Both
343,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TUBA1A,protein_coding,Both
344,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CALML4,protein_coding,Both
345,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CHST15,protein_coding,Both
346,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TENT5A,protein_coding,Both
347,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TCF7L2,protein_coding,Both
348,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RNF149,protein_coding,Both
349,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PNPLA6,protein_coding,Both
350,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,DPEP2,protein_coding,Both
351,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MT2A,protein_coding,Both
352,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IRAK3,protein_coding,Both
353,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,POU2F2,protein_coding,Both
354,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TMEM154,protein_coding,Both
355,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TMBIM1,protein_coding,Both
356,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NAMPT,protein_coding,Both
357,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ADGRE5,protein_coding,Both
358,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NBEAL2,protein_coding,Both
359,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,DOK3,protein_coding,Both
360,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ITM2B,protein_coding,Both
361,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,DUSP1,protein_coding,Both
362,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LILRB1,protein_coding,Both
363,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PIEZO1,protein_coding,Both
364,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,EVL,protein_coding,Both
365,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ATP1B3,protein_coding,Both
366,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MAP3K1,protein_coding,Both
367,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,MYO1G,protein_coding,Both
368,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,GPR155,protein_coding,Both
369,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TYROBP,protein_coding,Both
370,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,IFITM2,protein_coding,Both
371,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,KIAA0513,protein_coding,Both
372,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,GIMAP2,protein_coding,Both
373,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,GRAMD1A,protein_coding,Both
374,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,P2RY13,protein_coding,Both
375,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CABP4,protein_coding,Both
376,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PLIN2,protein_coding,Both
377,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,LILRB2,protein_coding,Both
378,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NCF2,protein_coding,Both
379,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,GNS,protein_coding,Both
380,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SVIL,protein_coding,Both
381,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CASP1,protein_coding,Both
382,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SCPEP1,protein_coding,Both
383,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FOXO1,protein_coding,Both
384,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ALDH3B1,protein_coding,Both
385,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,DUSP6,protein_coding,Both
386,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,NINJ1,protein_coding,Both
387,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,GPBAR1,protein_coding,Both
388,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RAP1B,protein_coding,Both
389,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,RAB24,protein_coding,Both
390,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,FAM110A,protein_coding,Both
391,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,INSIG1,protein_coding,Both
392,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,SSH2,protein_coding,Both
393,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,CXCL16,protein_coding,Both
394,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,TESC,protein_coding,Both
395,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,DMXL2,protein_coding,Both
396,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,ICAM4,protein_coding,Both
397,Blood,Blood,CD1C-CD141- dendritic cell,Dendritic cell,Hematopoietic,Immune cell,Myeloid,Normal cell,PSTPIP2,protein_coding,Both
