,tissue_class,tissue_type,cancer_type,cell_type,cell_state,full_cell_name,marker,Symbol,Genetype,sex,,,,,
9062,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,FKBP14,FKBP14,protein_coding,Both,,,,,
9063,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,FUOM,FUOM,protein_coding,Both,,,,,
9064,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,GABRA3,GABRA3,protein_coding,Both,,,,,
9065,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,GGCT,GGCT,protein_coding,Both,,,,,
9066,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,GLIPR2,GLIPR2,protein_coding,Both,,,,,
9067,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,GLO1,GLO1,protein_coding,Both,,,,,
9068,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,GNPDA1,GNPDA1,protein_coding,Both,,,,,
9069,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,GSTP1,GSTP1,protein_coding,Both,,,,,
9070,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,H2AFZ,H2AZ1,protein_coding,Both,,,,,
9071,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HADH,HADH,protein_coding,Both,,,,,
9072,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HBE1,HBE1,protein_coding,Both,,,,,
9073,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HBZ,HBZ,protein_coding,Both,,,,,
9074,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HIGD1A,HIGD1A,protein_coding,Both,,,,,
9075,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HMGB3,HMGB3,protein_coding,Both,,,,,
9076,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HMGN3,HMGN3,protein_coding,Both,,,,,
9077,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HSD17B10,HSD17B10,protein_coding,Both,,,,,
9078,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,IFITM1,IFITM1,protein_coding,Both,,,,,
9079,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,IFITM3,IFITM3,protein_coding,Both,,,,,
9080,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,IGSF1,IGSF1,protein_coding,Both,,,,,
9081,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,HN1,JPT1,protein_coding,Both,,,,,
9082,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,LAMA4,LAMA4,protein_coding,Both,,,,,
9083,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,LDHA,LDHA,protein_coding,Both,,,,,
9084,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,LGALS1,LGALS1,protein_coding,Both,,,,,
9085,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,LINC01356,LINC01356,lncRNA,Both,,,,,
9086,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,MCM10,MCM10,protein_coding,Both,,,,,
9087,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,METTL16,METTL16,protein_coding,Both,,,,,
9088,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,MGST1,MGST1,protein_coding,Both,,,,,
9089,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,MGST3,MGST3,protein_coding,Both,,,,,
9090,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,C19orf70,MICOS13,protein_coding,Both,,,,,
9091,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,MPV17L,MPV17L,protein_coding,Both,,,,,
9094,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,LINC00116,MTLN,protein_coding,Both,,,,,
9095,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,MYL6,MYL6,protein_coding,Both,,,,,
9096,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,MYL9,MYL9,protein_coding,Both,,,,,
9097,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NDUFA11,NDUFA11,protein_coding,Both,,,,,
9098,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NDUFA3,NDUFA3,protein_coding,Both,,,,,
9099,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NDUFA7,NDUFA7,protein_coding,Both,,,,,
9100,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NDUFB11,NDUFB11,protein_coding,Both,,,,,
9101,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NDUFB3,NDUFB3,protein_coding,Both,,,,,
9102,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NDUFS5,NDUFS5,protein_coding,Both,,,,,
9103,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NICN1,NICN1,protein_coding,Both,,,,,
9104,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NLRP9,NLRP9,protein_coding,Both,,,,,
9105,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NOP10,NOP10,protein_coding,Both,,,,,
9106,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NQO1,NQO1,protein_coding,Both,,,,,
9107,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NTRK3,NTRK3,protein_coding,Both,,,,,
9108,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NUSAP1,NUSAP1,protein_coding,Both,,,,,
9109,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,NVL,NVL,protein_coding,Both,,,,,
9110,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,OLFML3,OLFML3,protein_coding,Both,,,,,
9111,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PDLIM7,PDLIM7,protein_coding,Both,,,,,
9112,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PDPN,PDPN,protein_coding,Both,,,,,
9113,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PIN4,PIN4,protein_coding,Both,,,,,
9114,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PLAC8,PLAC8,protein_coding,Both,,,,,
9115,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PLGRKT,PLGRKT,protein_coding,Both,,,,,
9116,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PLOD1,PLOD1,protein_coding,Both,,,,,
9117,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PLTP,PLTP,protein_coding,Both,,,,,
9118,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,POLR2L,POLR2L,protein_coding,Both,,,,,
9119,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,POU5F1,POU5F1,protein_coding,Both,,,,,
9120,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PPIH,PPIH,protein_coding,Both,,,,,
9121,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PPM1N,PPM1N,protein_coding,Both,,,,,
9122,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PRDM14,PRDM14,protein_coding,Both,,,,,
9123,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PRR13,PRR13,protein_coding,Both,,,,,
9124,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PSMB3,PSMB3,protein_coding,Both,,,,,
9125,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PSMB6,PSMB6,protein_coding,Both,,,,,
9126,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PSMC3,PSMC3,protein_coding,Both,,,,,
9127,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PTN,PTN,protein_coding,Both,,,,,
9128,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,PYCARD,PYCARD,protein_coding,Both,,,,,
9129,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,RBM8A,RBM8A,protein_coding,Both,,,,,
9130,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,RNF181,RNF181,protein_coding,Both,,,,,
9131,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,RPA3,RPA3,protein_coding,Both,,,,,
9135,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,S100A13,S100A13,protein_coding,Both,,,,,
9136,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SAT1,SAT1,protein_coding,Both,,,,,
9137,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SDCBP,SDCBP,protein_coding,Both,,,,,
9138,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SERPINB6,SERPINB6,protein_coding,Both,,,,,
9139,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SERPINB9,SERPINB9,protein_coding,Both,,,,,
9140,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,FAM60A,SINHCAF,protein_coding,Both,,,,,
9141,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SKA2,SKA2,protein_coding,Both,,,,,
9142,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SLIRP,SLIRP,protein_coding,Both,,,,,
9143,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SNHG17,SNHG17,lncRNA,Both,,,,,
9144,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SNRPB,SNRPB,protein_coding,Both,,,,,
9145,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SNRPD2,SNRPD2,protein_coding,Both,,,,,
9146,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SNRPE,SNRPE,protein_coding,Both,,,,,
9147,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SOAT2,SOAT2,protein_coding,Both,,,,,
9148,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SOSTDC1,SOSTDC1,protein_coding,Both,,,,,
9149,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SPATA6,SPATA6,protein_coding,Both,,,,,
9150,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SPTSSA,SPTSSA,protein_coding,Both,,,,,
9151,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ST6GAL1,ST6GAL1,protein_coding,Both,,,,,
9152,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ST6GALNAC3,ST6GALNAC3,protein_coding,Both,,,,,
9153,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SUCLA2,SUCLA2,protein_coding,Both,,,,,
9154,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SUGCT,SUGCT,protein_coding,Both,,,,,
9155,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TCEAL8,TCEAL8,protein_coding,Both,,,,,
9156,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,WBP5,TCEAL9,protein_coding,Both,,,,,
9157,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TCL1A,TCL1A,protein_coding,Both,,,,,
9158,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TIMM10,TIMM10,protein_coding,Both,,,,,
9159,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TMEM144,TMEM144,protein_coding,Both,,,,,
9160,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TMEM205,TMEM205,protein_coding,Both,,,,,
9161,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TMSB10,TMSB10,protein_coding,Both,,,,,
9162,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TMSB4X,TMSB4X,protein_coding,Both,,,,,
9163,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TOMM7,TOMM7,protein_coding,Both,,,,,
9164,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TP53I3,TP53I3,protein_coding,Both,,,,,
9165,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TPD52L1,TPD52L1,protein_coding,Both,,,,,
9166,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TPM2,TPM2,protein_coding,Both,,,,,
9167,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TPM4,TPM4,protein_coding,Both,,,,,
9168,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TTTY14,TTTY14,lncRNA,Both,,,,,
9169,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TUBB3,TUBB3,protein_coding,Both,,,,,
9170,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,TXN,TXN,protein_coding,Both,,,,,
9171,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,UQCRH,UQCRH,protein_coding,Both,,,,,
9172,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,VAMP8,VAMP8,protein_coding,Both,,,,,
9173,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,WDHD1,WDHD1,protein_coding,Both,,,,,
9174,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ZC3HAV1,ZC3HAV1,protein_coding,Both,,,,,
9175,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ZFP42,ZFP42,protein_coding,Both,,,,,
9176,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ZNF138,ZNF138,protein_coding,Both,,,,,
9177,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ZNF486,ZNF486,protein_coding,Both,,,,,
9178,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ZNF593,ZNF593,protein_coding,Both,,,,,
9179,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,ZNF729,ZNF729,protein_coding,Both,,,,,
9180,Gonad,Fetal gonad,Normal cell,Germline cell,Migration phase fetal germ cell,Migration phase fetal germ cell,SSSCA1,ZNRD2,protein_coding,Both,,,,,
9181,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,AADAT,AADAT,protein_coding,Both,,,,,
9182,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABALON,ABALON,lncRNA,Both,,,,,
9183,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABCA3,ABCA3,protein_coding,Both,,,,,
9184,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABCA5,ABCA5,protein_coding,Both,,,,,
9185,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABCC1,ABCC1,protein_coding,Both,,,,,
9186,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABCC9,ABCC9,protein_coding,Both,,,,,
9187,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABCG2,ABCG2,protein_coding,Both,,,,,
9188,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABHD10,ABHD10,protein_coding,Both,,,,,
9189,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ABLIM1,ABLIM1,protein_coding,Both,,,,,
9190,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ACOT4,ACOT4,protein_coding,Both,,,,,
9191,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ACSL1,ACSL1,protein_coding,Both,,,,,
9192,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ACSS2,ACSS2,protein_coding,Both,,,,,
9193,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ACTL8,ACTL8,protein_coding,Both,,,,,
9194,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ACVR2A,ACVR2A,protein_coding,Both,,,,,
9195,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ADA,ADA,protein_coding,Both,,,,,
9196,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ADAD1,ADAD1,protein_coding,Both,,,,,
9197,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ADAD2,ADAD2,protein_coding,Both,,,,,
9198,Gonad,Fetal gonad,Normal cell,Germline cell,Mitotic arrest phase fetal germ cell,Mitotic arrest phase fetal germ cell,ADGRG6,ADGRG6,protein_coding,Both,,,,,
